Ee-scaffold615.g1	scaffold615.g1.t1
Ee-scaffold25372.g3	scaffold25372.g3.t2
Ee-scaffold25372.g4	scaffold25372.g4.t1
Ee-scaffold25372.g5	scaffold25372.g5.t1
Ee-scaffold25372.g6	scaffold25372.g6.t1
Ee-scaffold25372.g7	scaffold25372.g7.t1
Ee-scaffold25372.g8	scaffold25372.g8.t1
Ee-scaffold25372.g8	scaffold25372.g8.t2
Ee-scaffold23868.g1	scaffold23868.g1.t1
Ee-scaffold23868.g1	scaffold23868.g1.t2
Ee-scaffold23868.g2	scaffold23868.g2.t1
Ee-scaffold23868.g2	scaffold23868.g2.t2
Ee-scaffold23868.g3	scaffold23868.g3.t1
Ee-scaffold23868.g4	scaffold23868.g4.t1
Ee-scaffold23868.g4	scaffold23868.g4.t2
Ee-scaffold23868.g4	scaffold23868.g4.t3
Ee-scaffold23868.g5	scaffold23868.g5.t1
Ee-scaffold23868.g6	scaffold23868.g6.t1
Ee-scaffold23868.g7	scaffold23868.g7.t1
Ee-scaffold23868.g8	scaffold23868.g8.t1
Ee-scaffold23868.g8	scaffold23868.g8.t2
Ee-scaffold23868.g9	scaffold23868.g9.t1
Ee-scaffold12055.g1	scaffold12055.g1.t1
Ee-scaffold9483.g1	scaffold9483.g1.t1
Ee-scaffold9483.g2	scaffold9483.g2.t1
Ee-scaffold9483.g2	scaffold9483.g2.t2
Ee-scaffold9483.g2	scaffold9483.g2.t3
Ee-scaffold9483.g3	scaffold9483.g3.t1
Ee-scaffold9483.g4	scaffold9483.g4.t1
Ee-scaffold9483.g5	scaffold9483.g5.t1
Ee-scaffold1674.g1	scaffold1674.g1.t1
Ee-scaffold1674.g2	scaffold1674.g2.t1
Ee-scaffold1674.g3	scaffold1674.g3.t1
Ee-scaffold1674.g3	scaffold1674.g3.t2
Ee-scaffold1674.g3	scaffold1674.g3.t3
Ee-scaffold1674.g3	scaffold1674.g3.t4
Ee-scaffold1674.g4	scaffold1674.g4.t1
Ee-scaffold1612.g1	scaffold1612.g1.t1
Ee-scaffold1612.g2	scaffold1612.g2.t1
Ee-scaffold1612.g3	scaffold1612.g3.t1
Ee-scaffold1612.g3	scaffold1612.g3.t2
Ee-scaffold1612.g4	scaffold1612.g4.t1
Ee-scaffold1612.g4	scaffold1612.g4.t2
Ee-scaffold1612.g4	scaffold1612.g4.t3
Ee-scaffold1612.g5	scaffold1612.g5.t1
Ee-scaffold1612.g6	scaffold1612.g6.t1
Ee-scaffold1612.g7	scaffold1612.g7.t1
Ee-scaffold1612.g7	scaffold1612.g7.t2
Ee-scaffold1612.g7	scaffold1612.g7.t3
Ee-scaffold1612.g8	scaffold1612.g8.t1
Ee-scaffold1612.g9	scaffold1612.g9.t1
Ee-scaffold8367.g1	scaffold8367.g1.t1
Ee-scaffold8367.g2	scaffold8367.g2.t1
Ee-scaffold8367.g2	scaffold8367.g2.t2
Ee-scaffold8367.g3	scaffold8367.g3.t1
Ee-scaffold8367.g3	scaffold8367.g3.t2
Ee-scaffold8367.g4	scaffold8367.g4.t1
Ee-scaffold883.g1	scaffold883.g1.t1
Ee-scaffold883.g2	scaffold883.g2.t1
Ee-scaffold883.g2	scaffold883.g2.t2
Ee-scaffold883.g3	scaffold883.g3.t1
Ee-scaffold883.g4	scaffold883.g4.t1
Ee-scaffold883.g5	scaffold883.g5.t1
Ee-scaffold883.g5	scaffold883.g5.t2
Ee-scaffold883.g6	scaffold883.g6.t1
Ee-scaffold883.g7	scaffold883.g7.t1
Ee-scaffold790.g1	scaffold790.g1.t1
Ee-scaffold790.g2	scaffold790.g2.t1
Ee-scaffold790.g3	scaffold790.g3.t1
Ee-scaffold790.g4	scaffold790.g4.t1
Ee-scaffold9489.g1	scaffold9489.g1.t1
Ee-scaffold12600.g1	scaffold12600.g1.t1
Ee-scaffold12600.g2	scaffold12600.g2.t1
Ee-scaffold12600.g3	scaffold12600.g3.t1
Ee-scaffold12600.g4	scaffold12600.g4.t1
Ee-scaffold12600.g5	scaffold12600.g5.t1
Ee-scaffold14422.g1	scaffold14422.g1.t1
Ee-scaffold14422.g2	scaffold14422.g2.t1
Ee-scaffold14422.g3	scaffold14422.g3.t1
Ee-scaffold14422.g3	scaffold14422.g3.t2
Ee-scaffold14422.g3	scaffold14422.g3.t3
Ee-scaffold14422.g4	scaffold14422.g4.t1
Ee-scaffold14422.g4	scaffold14422.g4.t2
Ee-scaffold14422.g5	scaffold14422.g5.t1
Ee-scaffold14422.g5	scaffold14422.g5.t2
Ee-scaffold300.g1	scaffold300.g1.t1
Ee-scaffold300.g2	scaffold300.g2.t1
Ee-scaffold300.g3	scaffold300.g3.t1
Ee-scaffold300.g4	scaffold300.g4.t1
Ee-scaffold13590.g1	scaffold13590.g1.t1
Ee-scaffold13590.g2	scaffold13590.g2.t1
Ee-scaffold13590.g3	scaffold13590.g3.t1
Ee-scaffold13590.g4	scaffold13590.g4.t1
Ee-scaffold13590.g5	scaffold13590.g5.t1
Ee-scaffold13590.g6	scaffold13590.g6.t1
Ee-scaffold13590.g7	scaffold13590.g7.t1
Ee-scaffold13590.g8	scaffold13590.g8.t1
Ee-scaffold13590.g9	scaffold13590.g9.t1
Ee-scaffold13590.g10	scaffold13590.g10.t1
Ee-scaffold13590.g11	scaffold13590.g11.t1
Ee-scaffold13590.g12	scaffold13590.g12.t1
Ee-scaffold13590.g12	scaffold13590.g12.t2
Ee-scaffold13590.g13	scaffold13590.g13.t1
Ee-scaffold10179.g1	scaffold10179.g1.t1
Ee-scaffold10179.g1	scaffold10179.g1.t2
Ee-scaffold10179.g2	scaffold10179.g2.t1
Ee-scaffold10179.g3	scaffold10179.g3.t1
Ee-scaffold10179.g4	scaffold10179.g4.t1
Ee-scaffold8350.g1	scaffold8350.g1.t1
Ee-scaffold8350.g1	scaffold8350.g1.t2
Ee-scaffold8350.g1	scaffold8350.g1.t3
Ee-scaffold6356.g1	scaffold6356.g1.t1
Ee-scaffold6356.g2	scaffold6356.g2.t1
Ee-scaffold6948.g1	scaffold6948.g1.t1
Ee-scaffold6948.g1	scaffold6948.g1.t2
Ee-scaffold6948.g2	scaffold6948.g2.t1
Ee-scaffold6948.g3	scaffold6948.g3.t1
Ee-scaffold6948.g4	scaffold6948.g4.t1
Ee-scaffold6948.g5	scaffold6948.g5.t1
Ee-scaffold6948.g6	scaffold6948.g6.t1
Ee-scaffold6948.g7	scaffold6948.g7.t1
Ee-scaffold6948.g8	scaffold6948.g8.t1
Ee-scaffold6948.g9	scaffold6948.g9.t1
Ee-scaffold6094.g1	scaffold6094.g1.t1
Ee-scaffold6094.g2	scaffold6094.g2.t1
Ee-scaffold6094.g3	scaffold6094.g3.t1
Ee-scaffold6094.g3	scaffold6094.g3.t2
Ee-scaffold2454.g1	scaffold2454.g1.t1
Ee-scaffold2454.g1	scaffold2454.g1.t2
Ee-scaffold2454.g2	scaffold2454.g2.t1
Ee-scaffold2454.g2	scaffold2454.g2.t2
Ee-scaffold2454.g3	scaffold2454.g3.t1
Ee-scaffold6426.g1	scaffold6426.g1.t1
Ee-scaffold6426.g2	scaffold6426.g2.t1
Ee-scaffold6426.g3	scaffold6426.g3.t1
Ee-scaffold6426.g4	scaffold6426.g4.t1
Ee-scaffold6426.g5	scaffold6426.g5.t1
Ee-scaffold6426.g6	scaffold6426.g6.t1
Ee-scaffold19402.g1	scaffold19402.g1.t1
Ee-scaffold19402.g1	scaffold19402.g1.t2
Ee-scaffold19402.g1	scaffold19402.g1.t3
Ee-scaffold19402.g1	scaffold19402.g1.t4
Ee-scaffold19402.g1	scaffold19402.g1.t5
Ee-scaffold19402.g2	scaffold19402.g2.t1
Ee-scaffold19402.g3	scaffold19402.g3.t1
Ee-scaffold19402.g4	scaffold19402.g4.t1
Ee-scaffold19402.g5	scaffold19402.g5.t1
Ee-scaffold19402.g5	scaffold19402.g5.t2
Ee-scaffold19402.g6	scaffold19402.g6.t1
Ee-scaffold19402.g7	scaffold19402.g7.t1
Ee-scaffold3900.g1	scaffold3900.g1.t1
Ee-scaffold3900.g1	scaffold3900.g1.t2
Ee-scaffold18759.g1	scaffold18759.g1.t1
Ee-scaffold18759.g1	scaffold18759.g1.t2
Ee-scaffold18759.g2	scaffold18759.g2.t1
Ee-scaffold18759.g3	scaffold18759.g3.t1
Ee-scaffold18759.g4	scaffold18759.g4.t1
Ee-scaffold18759.g5	scaffold18759.g5.t1
Ee-scaffold18759.g6	scaffold18759.g6.t1
Ee-scaffold18759.g6	scaffold18759.g6.t2
Ee-scaffold18759.g7	scaffold18759.g7.t1
Ee-scaffold18759.g8	scaffold18759.g8.t1
Ee-scaffold18759.g8	scaffold18759.g8.t2
Ee-scaffold18759.g8	scaffold18759.g8.t3
Ee-scaffold18759.g9	scaffold18759.g9.t1
Ee-scaffold18759.g9	scaffold18759.g9.t2
Ee-scaffold18759.g10	scaffold18759.g10.t1
Ee-scaffold18759.g11	scaffold18759.g11.t1
Ee-scaffold5305.g1	scaffold5305.g1.t1
Ee-scaffold5305.g2	scaffold5305.g2.t1
Ee-scaffold5305.g3	scaffold5305.g3.t1
Ee-scaffold4634.g1	scaffold4634.g1.t1
Ee-scaffold4634.g2	scaffold4634.g2.t1
Ee-scaffold4634.g3	scaffold4634.g3.t1
Ee-scaffold4634.g4	scaffold4634.g4.t1
Ee-scaffold4634.g5	scaffold4634.g5.t1
Ee-scaffold4634.g6	scaffold4634.g6.t1
Ee-scaffold4634.g7	scaffold4634.g7.t1
Ee-scaffold4634.g8	scaffold4634.g8.t1
Ee-scaffold266.g1	scaffold266.g1.t1
Ee-scaffold266.g2	scaffold266.g2.t1
Ee-scaffold266.g2	scaffold266.g2.t2
Ee-scaffold266.g2	scaffold266.g2.t3
Ee-scaffold266.g3	scaffold266.g3.t1
Ee-scaffold266.g4	scaffold266.g4.t1
Ee-scaffold266.g5	scaffold266.g5.t1
Ee-scaffold266.g6	scaffold266.g6.t1
Ee-scaffold12102.g1	scaffold12102.g1.t1
Ee-scaffold12102.g2	scaffold12102.g2.t1
Ee-scaffold12102.g3	scaffold12102.g3.t1
Ee-scaffold10407.g1	scaffold10407.g1.t1
Ee-scaffold10407.g2	scaffold10407.g2.t1
Ee-scaffold3333.g1	scaffold3333.g1.t1
Ee-scaffold3333.g2	scaffold3333.g2.t1
Ee-scaffold3333.g3	scaffold3333.g3.t1
Ee-scaffold3333.g3	scaffold3333.g3.t2
Ee-scaffold3333.g3	scaffold3333.g3.t3
Ee-scaffold3333.g4	scaffold3333.g4.t1
Ee-scaffold3333.g5	scaffold3333.g5.t1
Ee-scaffold3528.g1	scaffold3528.g1.t1
Ee-scaffold3528.g2	scaffold3528.g2.t1
Ee-scaffold3528.g3	scaffold3528.g3.t1
Ee-scaffold3528.g4	scaffold3528.g4.t1
Ee-scaffold3528.g5	scaffold3528.g5.t1
Ee-scaffold3528.g6	scaffold3528.g6.t1
Ee-scaffold3528.g7	scaffold3528.g7.t1
Ee-scaffold3528.g8	scaffold3528.g8.t1
Ee-scaffold24814.g1	scaffold24814.g1.t1
Ee-scaffold24814.g2	scaffold24814.g2.t1
Ee-scaffold24814.g2	scaffold24814.g2.t2
Ee-scaffold24814.g3	scaffold24814.g3.t1
Ee-scaffold24814.g3	scaffold24814.g3.t2
Ee-scaffold24814.g4	scaffold24814.g4.t1
Ee-scaffold24814.g5	scaffold24814.g5.t1
Ee-scaffold24814.g6	scaffold24814.g6.t1
Ee-scaffold24814.g7	scaffold24814.g7.t1
Ee-scaffold24814.g8	scaffold24814.g8.t1
Ee-scaffold24814.g8	scaffold24814.g8.t2
Ee-scaffold24814.g8	scaffold24814.g8.t3
Ee-scaffold24814.g8	scaffold24814.g8.t4
Ee-scaffold24814.g9	scaffold24814.g9.t1
Ee-scaffold983.g1	scaffold983.g1.t1
Ee-scaffold983.g2	scaffold983.g2.t1
Ee-scaffold983.g3	scaffold983.g3.t1
Ee-scaffold7673.g1	scaffold7673.g1.t1
Ee-scaffold7673.g1	scaffold7673.g1.t2
Ee-scaffold7673.g2	scaffold7673.g2.t1
Ee-scaffold7673.g3	scaffold7673.g3.t1
Ee-scaffold16534.g1	scaffold16534.g1.t1
Ee-scaffold16534.g2	scaffold16534.g2.t1
Ee-scaffold16534.g3	scaffold16534.g3.t1
Ee-scaffold16534.g3	scaffold16534.g3.t2
Ee-scaffold16534.g4	scaffold16534.g4.t1
Ee-scaffold16534.g5	scaffold16534.g5.t1
Ee-scaffold16534.g5	scaffold16534.g5.t2
Ee-scaffold16534.g5	scaffold16534.g5.t3
Ee-scaffold16534.g5	scaffold16534.g5.t4
Ee-scaffold16534.g5	scaffold16534.g5.t5
Ee-scaffold16534.g5	scaffold16534.g5.t6
Ee-scaffold16534.g6	scaffold16534.g6.t1
Ee-scaffold16534.g7	scaffold16534.g7.t1
Ee-scaffold16534.g8	scaffold16534.g8.t1
Ee-scaffold16534.g9	scaffold16534.g9.t1
Ee-scaffold14224.g1	scaffold14224.g1.t1
Ee-scaffold14224.g1	scaffold14224.g1.t2
Ee-scaffold14224.g2	scaffold14224.g2.t1
Ee-scaffold14224.g2	scaffold14224.g2.t2
Ee-scaffold14224.g3	scaffold14224.g3.t1
Ee-scaffold14224.g4	scaffold14224.g4.t1
Ee-scaffold14224.g5	scaffold14224.g5.t1
Ee-scaffold14224.g6	scaffold14224.g6.t1
Ee-scaffold14224.g7	scaffold14224.g7.t1
Ee-scaffold14224.g8	scaffold14224.g8.t1
Ee-scaffold14224.g8	scaffold14224.g8.t2
Ee-scaffold14224.g9	scaffold14224.g9.t1
Ee-scaffold14224.g9	scaffold14224.g9.t2
Ee-scaffold7099.g1	scaffold7099.g1.t1
Ee-scaffold7099.g2	scaffold7099.g2.t1
Ee-scaffold7099.g3	scaffold7099.g3.t1
Ee-scaffold7099.g4	scaffold7099.g4.t1
Ee-scaffold7099.g5	scaffold7099.g5.t1
Ee-scaffold7099.g5	scaffold7099.g5.t2
Ee-scaffold7099.g5	scaffold7099.g5.t3
Ee-scaffold7099.g6	scaffold7099.g6.t1
Ee-scaffold10267.g1	scaffold10267.g1.t1
Ee-scaffold10267.g1	scaffold10267.g1.t2
Ee-scaffold10267.g2	scaffold10267.g2.t1
Ee-scaffold10267.g3	scaffold10267.g3.t1
Ee-scaffold2545.g1	scaffold2545.g1.t1
Ee-scaffold2545.g2	scaffold2545.g2.t1
Ee-scaffold2545.g3	scaffold2545.g3.t1
Ee-scaffold2545.g3	scaffold2545.g3.t2
Ee-scaffold2545.g4	scaffold2545.g4.t1
Ee-scaffold2545.g4	scaffold2545.g4.t2
Ee-scaffold2545.g5	scaffold2545.g5.t1
Ee-scaffold2545.g6	scaffold2545.g6.t1
Ee-scaffold2545.g7	scaffold2545.g7.t1
Ee-scaffold2545.g8	scaffold2545.g8.t1
Ee-scaffold10263.g1	scaffold10263.g1.t1
Ee-scaffold10263.g2	scaffold10263.g2.t1
Ee-scaffold10263.g2	scaffold10263.g2.t2
Ee-scaffold10263.g2	scaffold10263.g2.t3
Ee-scaffold10263.g2	scaffold10263.g2.t4
Ee-scaffold10263.g2	scaffold10263.g2.t5
Ee-scaffold10263.g2	scaffold10263.g2.t6
Ee-scaffold10263.g2	scaffold10263.g2.t7
Ee-scaffold10263.g3	scaffold10263.g3.t1
Ee-scaffold10263.g3	scaffold10263.g3.t2
Ee-scaffold10263.g4	scaffold10263.g4.t1
Ee-scaffold10263.g5	scaffold10263.g5.t1
Ee-scaffold10263.g6	scaffold10263.g6.t1
Ee-scaffold13091.g1	scaffold13091.g1.t1
Ee-scaffold13091.g1	scaffold13091.g1.t2
Ee-scaffold13091.g1	scaffold13091.g1.t3
Ee-scaffold13091.g2	scaffold13091.g2.t1
Ee-scaffold13091.g3	scaffold13091.g3.t1
Ee-scaffold1368.g1	scaffold1368.g1.t1
Ee-scaffold1368.g2	scaffold1368.g2.t1
Ee-scaffold1368.g2	scaffold1368.g2.t2
Ee-scaffold1368.g3	scaffold1368.g3.t1
Ee-scaffold1869.g1	scaffold1869.g1.t1
Ee-scaffold1869.g1	scaffold1869.g1.t2
Ee-scaffold1869.g2	scaffold1869.g2.t1
Ee-scaffold1869.g3	scaffold1869.g3.t1
Ee-scaffold1869.g4	scaffold1869.g4.t1
Ee-scaffold1869.g5	scaffold1869.g5.t1
Ee-scaffold1869.g5	scaffold1869.g5.t2
Ee-scaffold1229.g1	scaffold1229.g1.t1
Ee-scaffold1229.g2	scaffold1229.g2.t1
Ee-scaffold1229.g3	scaffold1229.g3.t1
Ee-scaffold1229.g4	scaffold1229.g4.t1
Ee-scaffold1229.g4	scaffold1229.g4.t2
Ee-scaffold1229.g4	scaffold1229.g4.t3
Ee-scaffold1229.g5	scaffold1229.g5.t1
Ee-scaffold1229.g5	scaffold1229.g5.t2
Ee-scaffold4510.g1	scaffold4510.g1.t1
Ee-scaffold4510.g2	scaffold4510.g2.t1
Ee-scaffold4510.g2	scaffold4510.g2.t2
Ee-scaffold4510.g3	scaffold4510.g3.t1
Ee-scaffold4510.g3	scaffold4510.g3.t2
Ee-scaffold4510.g3	scaffold4510.g3.t3
Ee-scaffold20862.g1	scaffold20862.g1.t1
Ee-scaffold20862.g2	scaffold20862.g2.t1
Ee-scaffold20862.g2	scaffold20862.g2.t2
Ee-scaffold20862.g2	scaffold20862.g2.t3
Ee-scaffold20862.g2	scaffold20862.g2.t4
Ee-scaffold20862.g3	scaffold20862.g3.t1
Ee-scaffold20862.g4	scaffold20862.g4.t1
Ee-scaffold20862.g5	scaffold20862.g5.t1
Ee-scaffold20862.g6	scaffold20862.g6.t1
Ee-scaffold20862.g6	scaffold20862.g6.t2
Ee-scaffold20862.g6	scaffold20862.g6.t3
Ee-scaffold20862.g7	scaffold20862.g7.t1
Ee-scaffold20862.g8	scaffold20862.g8.t1
Ee-scaffold22128.g1	scaffold22128.g1.t1
Ee-scaffold22128.g2	scaffold22128.g2.t1
Ee-scaffold22128.g3	scaffold22128.g3.t1
Ee-scaffold22128.g4	scaffold22128.g4.t1
Ee-scaffold13558.g1	scaffold13558.g1.t1
Ee-scaffold13558.g2	scaffold13558.g2.t1
Ee-scaffold13558.g2	scaffold13558.g2.t2
Ee-scaffold13558.g3	scaffold13558.g3.t1
Ee-scaffold2839.g1	scaffold2839.g1.t1
Ee-scaffold2839.g2	scaffold2839.g2.t1
Ee-scaffold2839.g2	scaffold2839.g2.t2
Ee-scaffold2839.g3	scaffold2839.g3.t1
Ee-scaffold2839.g4	scaffold2839.g4.t1
Ee-scaffold4111.g1	scaffold4111.g1.t1
Ee-scaffold4111.g2	scaffold4111.g2.t1
Ee-scaffold4111.g3	scaffold4111.g3.t1
Ee-scaffold4111.g4	scaffold4111.g4.t1
Ee-scaffold4111.g5	scaffold4111.g5.t1
Ee-scaffold4111.g6	scaffold4111.g6.t1
Ee-scaffold4111.g7	scaffold4111.g7.t1
Ee-scaffold1918.g1	scaffold1918.g1.t1
Ee-scaffold1918.g2	scaffold1918.g2.t1
Ee-scaffold1918.g3	scaffold1918.g3.t1
Ee-scaffold1918.g4	scaffold1918.g4.t1
Ee-scaffold1918.g5	scaffold1918.g5.t1
Ee-scaffold1918.g6	scaffold1918.g6.t1
Ee-scaffold1918.g7	scaffold1918.g7.t1
Ee-scaffold3246.g1	scaffold3246.g1.t1
Ee-scaffold3246.g2	scaffold3246.g2.t1
Ee-scaffold3246.g3	scaffold3246.g3.t1
Ee-scaffold3246.g3	scaffold3246.g3.t2
Ee-scaffold3246.g4	scaffold3246.g4.t1
Ee-scaffold25483.g1	scaffold25483.g1.t1
Ee-scaffold25483.g2	scaffold25483.g2.t1
Ee-scaffold25483.g2	scaffold25483.g2.t2
Ee-scaffold25483.g3	scaffold25483.g3.t1
Ee-scaffold25483.g4	scaffold25483.g4.t1
Ee-scaffold7794.g1	scaffold7794.g1.t1
Ee-scaffold7794.g2	scaffold7794.g2.t1
Ee-scaffold7794.g3	scaffold7794.g3.t1
Ee-scaffold7794.g3	scaffold7794.g3.t2
Ee-scaffold7794.g4	scaffold7794.g4.t1
Ee-scaffold7794.g5	scaffold7794.g5.t1
Ee-scaffold7794.g6	scaffold7794.g6.t1
Ee-scaffold7794.g7	scaffold7794.g7.t1
Ee-scaffold12637.g1	scaffold12637.g1.t1
Ee-scaffold12637.g1	scaffold12637.g1.t2
Ee-scaffold12637.g2	scaffold12637.g2.t1
Ee-scaffold12637.g3	scaffold12637.g3.t1
Ee-scaffold12637.g3	scaffold12637.g3.t2
Ee-scaffold12637.g4	scaffold12637.g4.t1
Ee-scaffold10026.g1	scaffold10026.g1.t1
Ee-scaffold10026.g2	scaffold10026.g2.t1
Ee-scaffold10026.g3	scaffold10026.g3.t1
Ee-scaffold10026.g4	scaffold10026.g4.t1
Ee-scaffold10026.g5	scaffold10026.g5.t1
Ee-scaffold10026.g6	scaffold10026.g6.t1
Ee-scaffold3247.g1	scaffold3247.g1.t1
Ee-scaffold3247.g1	scaffold3247.g1.t2
Ee-scaffold3247.g2	scaffold3247.g2.t1
Ee-scaffold3247.g3	scaffold3247.g3.t1
Ee-scaffold19082.g1	scaffold19082.g1.t1
Ee-scaffold19082.g2	scaffold19082.g2.t1
Ee-scaffold19082.g3	scaffold19082.g3.t1
Ee-scaffold19082.g3	scaffold19082.g3.t2
Ee-scaffold19082.g3	scaffold19082.g3.t3
Ee-scaffold19082.g4	scaffold19082.g4.t1
Ee-scaffold19082.g5	scaffold19082.g5.t1
Ee-scaffold19082.g6	scaffold19082.g6.t1
Ee-scaffold19082.g6	scaffold19082.g6.t2
Ee-scaffold19082.g7	scaffold19082.g7.t1
Ee-scaffold19082.g7	scaffold19082.g7.t2
Ee-scaffold19082.g8	scaffold19082.g8.t1
Ee-scaffold14022.g1	scaffold14022.g1.t1
Ee-scaffold13489.g1	scaffold13489.g1.t1
Ee-scaffold13489.g2	scaffold13489.g2.t1
Ee-scaffold13489.g3	scaffold13489.g3.t1
Ee-scaffold13489.g4	scaffold13489.g4.t1
Ee-scaffold13489.g5	scaffold13489.g5.t1
Ee-scaffold13489.g5	scaffold13489.g5.t2
Ee-scaffold13489.g5	scaffold13489.g5.t3
Ee-scaffold13489.g6	scaffold13489.g6.t1
Ee-scaffold13489.g6	scaffold13489.g6.t2
Ee-scaffold13489.g6	scaffold13489.g6.t3
Ee-scaffold13489.g7	scaffold13489.g7.t1
Ee-scaffold13489.g7	scaffold13489.g7.t2
Ee-scaffold12937.g1	scaffold12937.g1.t1
Ee-scaffold12937.g2	scaffold12937.g2.t1
Ee-scaffold12937.g3	scaffold12937.g3.t1
Ee-scaffold12937.g3	scaffold12937.g3.t2
Ee-scaffold12937.g4	scaffold12937.g4.t1
Ee-scaffold12937.g5	scaffold12937.g5.t1
Ee-scaffold12937.g6	scaffold12937.g6.t1
Ee-scaffold12937.g7	scaffold12937.g7.t1
Ee-scaffold12937.g8	scaffold12937.g8.t1
Ee-scaffold12937.g8	scaffold12937.g8.t2
Ee-scaffold12937.g9	scaffold12937.g9.t1
Ee-scaffold12937.g10	scaffold12937.g10.t1
Ee-scaffold12937.g10	scaffold12937.g10.t2
Ee-scaffold12937.g10	scaffold12937.g10.t3
Ee-scaffold12937.g11	scaffold12937.g11.t1
Ee-scaffold15549.g1	scaffold15549.g1.t1
Ee-scaffold15549.g2	scaffold15549.g2.t1
Ee-scaffold15549.g3	scaffold15549.g3.t1
Ee-scaffold15549.g4	scaffold15549.g4.t1
Ee-scaffold15549.g4	scaffold15549.g4.t2
Ee-scaffold15549.g4	scaffold15549.g4.t3
Ee-scaffold15549.g4	scaffold15549.g4.t4
Ee-scaffold15549.g4	scaffold15549.g4.t5
Ee-scaffold15549.g4	scaffold15549.g4.t6
Ee-scaffold15549.g4	scaffold15549.g4.t7
Ee-scaffold15549.g4	scaffold15549.g4.t8
Ee-scaffold3303.g1	scaffold3303.g1.t1
Ee-scaffold3303.g1	scaffold3303.g1.t2
Ee-scaffold3303.g2	scaffold3303.g2.t1
Ee-scaffold22402.g1	scaffold22402.g1.t1
Ee-scaffold22402.g2	scaffold22402.g2.t1
Ee-scaffold22402.g3	scaffold22402.g3.t1
Ee-scaffold22402.g4	scaffold22402.g4.t1
Ee-scaffold22402.g4	scaffold22402.g4.t2
Ee-scaffold976.g1	scaffold976.g1.t1
Ee-scaffold976.g2	scaffold976.g2.t1
Ee-scaffold976.g3	scaffold976.g3.t1
Ee-scaffold976.g3	scaffold976.g3.t2
Ee-scaffold976.g4	scaffold976.g4.t1
Ee-scaffold976.g4	scaffold976.g4.t2
Ee-scaffold976.g5	scaffold976.g5.t1
Ee-scaffold976.g6	scaffold976.g6.t1
Ee-scaffold171.g1	scaffold171.g1.t1
Ee-scaffold171.g2	scaffold171.g2.t1
Ee-scaffold171.g3	scaffold171.g3.t1
Ee-scaffold171.g4	scaffold171.g4.t1
Ee-scaffold171.g4	scaffold171.g4.t2
Ee-scaffold171.g5	scaffold171.g5.t1
Ee-scaffold171.g5	scaffold171.g5.t2
Ee-scaffold171.g6	scaffold171.g6.t1
Ee-scaffold171.g6	scaffold171.g6.t2
Ee-scaffold171.g7	scaffold171.g7.t1
Ee-scaffold171.g8	scaffold171.g8.t1
Ee-scaffold13079.g1	scaffold13079.g1.t1
Ee-scaffold13079.g2	scaffold13079.g2.t1
Ee-scaffold13079.g3	scaffold13079.g3.t1
Ee-scaffold13079.g3	scaffold13079.g3.t2
Ee-scaffold13079.g4	scaffold13079.g4.t1
Ee-scaffold13079.g5	scaffold13079.g5.t1
Ee-scaffold13079.g6	scaffold13079.g6.t1
Ee-scaffold2338.g1	scaffold2338.g1.t1
Ee-scaffold2338.g2	scaffold2338.g2.t1
Ee-scaffold2338.g2	scaffold2338.g2.t2
Ee-scaffold2338.g2	scaffold2338.g2.t3
Ee-scaffold2338.g2	scaffold2338.g2.t4
Ee-scaffold2338.g3	scaffold2338.g3.t1
Ee-scaffold2338.g4	scaffold2338.g4.t1
Ee-scaffold2338.g5	scaffold2338.g5.t1
Ee-scaffold1500.g1	scaffold1500.g1.t1
Ee-scaffold1500.g1	scaffold1500.g1.t2
Ee-scaffold1500.g2	scaffold1500.g2.t1
Ee-scaffold1500.g2	scaffold1500.g2.t2
Ee-scaffold1500.g2	scaffold1500.g2.t3
Ee-scaffold1500.g3	scaffold1500.g3.t1
Ee-scaffold1500.g3	scaffold1500.g3.t2
Ee-scaffold1500.g4	scaffold1500.g4.t1
Ee-scaffold5330.g1	scaffold5330.g1.t1
Ee-scaffold5330.g2	scaffold5330.g2.t1
Ee-scaffold5330.g3	scaffold5330.g3.t1
Ee-scaffold5330.g4	scaffold5330.g4.t1
Ee-scaffold5330.g5	scaffold5330.g5.t1
Ee-scaffold5330.g6	scaffold5330.g6.t1
Ee-scaffold5330.g7	scaffold5330.g7.t1
Ee-scaffold5330.g8	scaffold5330.g8.t1
Ee-scaffold5330.g9	scaffold5330.g9.t1
Ee-scaffold5330.g10	scaffold5330.g10.t1
Ee-scaffold20827.g1	scaffold20827.g1.t1
Ee-scaffold20827.g2	scaffold20827.g2.t1
Ee-scaffold20827.g3	scaffold20827.g3.t1
Ee-scaffold20827.g4	scaffold20827.g4.t1
Ee-scaffold20827.g4	scaffold20827.g4.t2
Ee-scaffold20827.g5	scaffold20827.g5.t1
Ee-scaffold20827.g6	scaffold20827.g6.t1
Ee-scaffold20827.g7	scaffold20827.g7.t1
Ee-scaffold20827.g7	scaffold20827.g7.t2
Ee-scaffold20827.g7	scaffold20827.g7.t3
Ee-scaffold9062.g1	scaffold9062.g1.t1
Ee-scaffold9062.g1	scaffold9062.g1.t2
Ee-scaffold9062.g2	scaffold9062.g2.t1
Ee-scaffold9062.g3	scaffold9062.g3.t1
Ee-scaffold9062.g4	scaffold9062.g4.t1
Ee-scaffold9062.g5	scaffold9062.g5.t1
